	Desc	Aflo	Amel	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot	GeneID	name	source	TranscriptID	Class
ORTHOMCL8304	null	1	1	1	1	1	1	1	1	1	0	1	LOC411085	XP_394559.1	Amel	XM_394559.5	Background
ORTHOMCL8308	null	1	1	1	1	1	1	1	1	0	1	1	LOC726783	XP_001122505.3	Amel	XM_001122505.5	Background
ORTHOMCL8309	null	1	1	0	0	1	1	2	1	1	1	1	LOC726655	XP_006557594.2	Amel	XM_006557531.3	Background
ORTHOMCL8310	null	1	1	2	1	1	0	1	1	1	0	1	LOC107965773	XP_026300413.1	Amel	XM_026444628.1	Background
ORTHOMCL8311	null	1	1	1	1	1	0	1	1	1	1	1	LOC413684	XP_397125.5	Amel	XM_397125.7	Background
ORTHOMCL8312	null	1	1	0	1	1	1	1	1	1	1	1	TpnCIIIa	NP_001305411.1	Amel	NM_001318482.1	Background
ORTHOMCL8313	null	1	1	1	1	1	1	1	1	0	1	1	LOC413176	XP_396627.4	Amel	XM_396627.7	Background
ORTHOMCL8314	null	1	1	0	1	2	1	1	1	0	1	1	LOC552146	XP_026300434.1	Amel	XM_026444649.1	Background
ORTHOMCL8315	null	1	1	1	1	1	1	1	1	1	0	1	LOC100576957	XP_016769709.1	Amel	XM_016914220.2	Background
ORTHOMCL8320	null	1	1	1	1	0	1	1	1	1	1	1	LOC102655097	XP_006563262.2	Amel	XM_006563199.3	Background
ORTHOMCL8321	null	1	1	1	1	1	0	1	1	1	1	1	LOC102653709	XP_006571428.1	Amel	XM_006571365.3	Background
ORTHOMCL8322	null	1	1	1	1	1	1	1	1	1	0	1	LOC100577504	XP_006557476.2	Amel	XM_006557413.3	Background
ORTHOMCL8323	null	1	1	1	1	1	1	0	1	1	1	1	LOC409842	XP_006559119.1	Amel	XM_006559056.3	Background
ORTHOMCL8324	null	1	1	1	1	1	1	1	1	0	1	1	LOC724393	XP_001120227.2	Amel	XM_001120227.5	Background
ORTHOMCL8326	null	1	1	1	1	1	1	1	1	1	0	1	LOC100578259	XP_006557331.2	Amel	XM_006557268.3	Background
ORTHOMCL8327	null	1	1	1	1	1	1	1	1	0	1	1	LOC726803	XP_006565929.1	Amel	XM_006565866.3	Background
ORTHOMCL8328	null	1	1	1	1	1	0	1	1	1	1	1	LOC726852	XP_026300574.1	Amel	XM_026444789.1	Background
ORTHOMCL8330	null	1	1	1	1	1	1	1	1	1	1	0	LOC100578046	XP_026296454.1	Amel	XM_026440669.1	Background
ORTHOMCL8331	null	1	1	1	1	1	1	1	1	1	0	1	LOC107964236	XP_016767012.1	Amel	XM_016911523.2	Background
ORTHOMCL8332	null	1	1	1	1	1	1	1	1	1	0	1	crh-BP	NP_001012633.1	Amel	NM_001012615.1	Background
ORTHOMCL8333	null	1	1	1	1	1	0	1	1	1	1	1	LOC551623	XP_026301560.1	Amel	XM_026445775.1	Background
ORTHOMCL8334	null	1	1	0	1	1	1	1	1	1	1	1	LOC724846	XP_006563066.1	Amel	XM_006563003.3	Background
ORTHOMCL8335	null	1	1	1	1	1	1	1	1	1	0	1	LOC408572	XP_392114.1	Amel	XM_392114.6	Background
ORTHOMCL8338	null	1	1	1	1	1	1	1	0	1	1	1	LOC408722	XP_392257.1	Amel	XM_392257.7	Background
ORTHOMCL8339	null	1	1	1	1	1	1	1	1	1	0	1	LOC100576258	XP_003251741.1	Amel	XM_003251693.4	Background
ORTHOMCL8340	null	1	1	0	1	2	1	0	0	2	0	2	LOC726832	XP_006569791.3	Amel	XM_006569728.3	Background
ORTHOMCL8341	null	1	1	1	1	1	0	1	1	1	1	1	CPR6	NP_001257751.1	Amel	NM_001270822.1	Background
ORTHOMCL8344	null	2	1	1	1	0	1	1	1	1	0	1	LOC100576781	XP_006560175.1	Amel	XM_006560112.3	Background
ORTHOMCL8345	null	1	1	1	1	1	1	1	1	0	1	1	LOC725409	XP_026296469.1	Amel	XM_026440684.1	Background
ORTHOMCL8346	null	1	1	1	1	1	1	1	1	0	1	1	LOC102656215	XP_006564616.1	Amel	XM_006564553.2	Background
ORTHOMCL8347	null	1	1	1	1	1	1	0	1	1	1	1	LOC724536	XP_001120425.1	Amel	XM_001120425.5	Background
ORTHOMCL8348	null	1	1	1	1	1	1	1	1	0	1	1	LOC724156	XP_001119912.1	Amel	XM_001119912.5	Background
ORTHOMCL8349	null	1	1	1	1	1	1	1	1	0	1	1	LOC409278	XP_392799.3	Amel	XM_392799.7	Background
ORTHOMCL8350	null	1	1	1	1	1	1	1	1	0	1	1	LOC409065	XP_006563871.1	Amel	XM_006563808.3	Background
ORTHOMCL8352	null	1	1	1	1	1	1	1	1	0	1	1	LOC100578084	XP_006565983.2	Amel	XM_006565920.3	Background
ORTHOMCL8354	null	1	1	1	1	0	0	1	1	1	1	2	LOC408314	XP_006566587.1	Amel	XM_006566524.3	Background
ORTHOMCL8355	null	1	1	1	1	1	1	0	1	1	1	1	LOC552618	XP_624995.5	Amel	XM_624992.6	Background
ORTHOMCL8356	null	1	1	1	1	1	1	1	1	0	1	1	LOC100578548	XP_003250969.2	Amel	XM_003250921.4	Background
ORTHOMCL8357	null	1	1	1	1	1	1	1	1	1	0	1	LOC552002	XP_026299579.1	Amel	XM_026443794.1	Background
ORTHOMCL8358	null	1	1	1	1	1	1	1	0	1	1	1	LOC725821	NP_001265635.1	Amel	NM_001278706.1	Background
ORTHOMCL8359	null	1	1	1	1	0	1	1	1	1	1	1	LOC413766	XP_006567962.1	Amel	XM_006567899.3	Background
ORTHOMCL8360	null	1	1	1	1	1	1	1	0	1	1	1	LOC552431	XP_624808.1	Amel	XM_624805.6	Background
ORTHOMCL8361	null	1	1	1	1	1	1	1	1	0	1	1	LOC100577214	XP_003251601.2	Amel	XM_003251553.4	Background
ORTHOMCL8362	null	1	1	1	1	1	1	1	1	1	0	1	LOC409100	XP_392626.3	Amel	XM_392626.7	Background
ORTHOMCL8364	null	1	1	1	1	0	1	1	1	1	1	1	LOC412036	XP_395502.2	Amel	XM_395502.6	Background
ORTHOMCL8365	null	1	1	1	1	1	1	1	0	1	1	1	LOC727346	XP_016768333.1	Amel	XM_016912844.2	Background
ORTHOMCL8366	null	1	1	1	1	1	1	1	1	1	0	1	LOC100577641	XP_003249659.1	Amel	XM_003249611.3	Background
ORTHOMCL8367	null	1	1	1	2	1	1	0	0	1	1	1	LOC551728	XP_624119.2	Amel	XM_624116.6	Background
ORTHOMCL8368	null	1	1	1	1	0	1	1	1	1	1	1	Apd-2	NP_001078815.1	Amel	NM_001085346.1	Background
ORTHOMCL8369	null	1	1	1	1	1	1	0	1	1	1	1	LOC411423	XP_026298159.1	Amel	XM_026442374.1	Background
ORTHOMCL8370	null	1	1	1	1	0	1	1	1	1	1	1	LOC725500	XP_026300245.1	Amel	XM_026444460.1	Background
ORTHOMCL8371	null	1	1	1	1	1	0	1	1	1	1	1	LOC410509	XP_026300678.1	Amel	XM_026444893.1	Background
ORTHOMCL8372	null	1	1	1	1	1	1	1	0	1	1	1	LOC725774	XP_016767859.1	Amel	XM_016912370.2	Background
ORTHOMCL8374	null	1	1	1	1	1	0	1	1	1	1	1	LOC113219062	XP_026299239.1	Amel	XM_026443454.1	Background
ORTHOMCL8375	null	1	1	1	1	1	1	1	1	1	0	1	LOC551034	XP_623433.1	Amel	XM_623430.6	Background
ORTHOMCL8376	null	1	1	1	1	0	1	1	1	1	1	1	LOC726661	XP_026297742.1	Amel	XM_026441957.1	Background
ORTHOMCL8378	null	1	1	1	1	1	1	0	1	1	1	1	LOC727021	XP_001122734.2	Amel	XM_001122734.5	Background
ORTHOMCL8379	null	1	1	1	1	1	1	1	1	0	1	1	LOC100576831	XP_016769263.1	Amel	XM_016913774.2	Background
ORTHOMCL8382	null	1	1	1	1	1	1	1	1	0	1	1	LOC724313	XP_026297688.1	Amel	XM_026441903.1	Background
ORTHOMCL8383	null	1	1	1	1	0	1	1	1	1	1	1	LOC102654580	XP_006562706.1	Amel	XM_006562643.3	Background
ORTHOMCL8384	null	1	1	1	1	1	1	0	1	1	1	1	LOC408547	XP_006560037.1	Amel	XM_006559974.3	Background
ORTHOMCL8385	null	1	1	1	1	1	0	1	1	1	1	1	LOC100578719	XP_016770082.2	Amel	XM_016914593.2	Background
ORTHOMCL8388	null	1	1	1	1	1	1	1	1	0	1	1	LOC102656821	XP_006557977.1	Amel	XM_006557914.3	Background
ORTHOMCL8389	null	1	1	1	1	1	1	1	1	1	0	1	RpLP1	NP_001172073.1	Amel	NM_001185144.1	Background
ORTHOMCL8390	null	1	1	1	1	1	1	1	1	1	0	1	LOC100578865	XP_006567820.1	Amel	XM_006567757.3	Background
ORTHOMCL8392	null	1	1	1	1	1	1	1	1	1	1	0	LOC727408	XP_006563859.2	Amel	XM_006563796.3	Background
ORTHOMCL8393	null	1	1	1	1	1	0	1	1	1	1	1	LOC100576886	XP_006572354.1	Amel	XM_006572291.3	Background
ORTHOMCL8394	null	1	1	1	1	1	1	1	1	1	0	1	LOC102653935	XP_006564042.1	Amel	XM_006563979.3	Background
ORTHOMCL8395	null	1	1	1	1	1	1	1	1	0	1	1	LOC102656732	XP_006570184.1	Amel	XM_006570121.3	Background
ORTHOMCL8396	null	1	1	0	1	0	2	1	1	1	1	1	LOC113218567	XP_026297578.1	Amel	XM_026441793.1	Background
ORTHOMCL8397	null	1	1	1	1	1	0	1	1	1	1	1	LOC100576378	XP_026296549.1	Amel	XM_026440764.1	Background
ORTHOMCL8398	null	1	1	1	1	1	1	1	1	1	0	1	LOC725838	XP_026298042.1	Amel	XM_026442257.1	Background
ORTHOMCL8399	null	1	1	1	1	1	1	1	1	1	1	0	LOC413746	XP_397185.2	Amel	XM_397185.5	Background
ORTHOMCL8400	null	1	1	1	1	1	1	1	1	1	0	1	LOC102655592	XP_006567241.2	Amel	XM_006567178.3	Background
ORTHOMCL8402	null	1	1	1	1	0	1	1	1	1	1	1	LOC409073	XP_006567646.2	Amel	XM_006567583.3	Background
ORTHOMCL8403	null	1	1	1	1	1	1	1	1	1	0	1	LOC726275	XP_006563019.1	Amel	XM_006562956.3	Background
ORTHOMCL8404	null	1	1	1	1	1	1	1	1	1	1	0	LOC411714	XP_016772479.1	Amel	XM_016916990.2	Background
ORTHOMCL8405	null	1	1	1	1	1	1	0	1	1	1	1	DHRS4	NP_001263356.1	Amel	NM_001276427.1	Background
ORTHOMCL8406	null	1	1	1	1	1	1	1	1	1	0	1	LOC411721	NP_001229507.1	Amel	NM_001242578.1	Background
ORTHOMCL8407	null	1	1	1	1	1	1	1	1	1	1	0	LOC409064	XP_392589.2	Amel	XM_392589.6	Background
ORTHOMCL8409	null	1	1	0	1	1	1	1	1	1	1	1	LOC100576895	XP_026297083.1	Amel	XM_026441298.1	Background
ORTHOMCL8411	null	1	1	0	1	1	1	1	1	1	1	1	LOC100578200	XP_026297879.1	Amel	XM_026442094.1	Background
ORTHOMCL8412	null	1	1	1	1	1	1	1	1	1	1	0	LOC100577582	XP_003249512.1	Amel	XM_003249464.4	Background
ORTHOMCL8413	null	1	1	1	1	1	1	1	0	1	1	1	LOC413650	XP_397092.3	Amel	XM_397092.6	Background
ORTHOMCL8414	null	1	1	1	1	1	1	0	1	1	1	1	LOC100576903	XP_003250043.1	Amel	XM_003249995.4	Background
ORTHOMCL8415	null	1	1	1	1	1	1	1	1	0	1	1	LOC100577510	XP_003250581.2	Amel	XM_003250533.4	Background
ORTHOMCL8416	null	1	1	1	1	1	1	1	1	1	1	0	LOC412503	XP_026301321.1	Amel	XM_026445536.1	Background
ORTHOMCL8418	null	1	1	1	1	1	1	1	1	0	1	1	LOC102656669	XP_006570183.1	Amel	XM_006570120.3	Background
ORTHOMCL8419	null	1	1	1	1	1	0	1	1	1	1	1	LOC409105	XP_392630.2	Amel	XM_392630.6	Background
ORTHOMCL8420	null	1	1	1	1	1	1	1	1	1	0	1	LOC726550	XP_001122278.1	Amel	XM_001122278.4	Background
ORTHOMCL8421	null	1	1	1	1	1	1	1	1	1	1	0	LOC100576098	XP_026295387.1	Amel	XM_026439602.1	Background
ORTHOMCL8422	null	1	1	0	1	1	1	1	1	1	1	1	LOC413906	XP_006564097.2	Amel	XM_006564034.3	Background
ORTHOMCL8424	null	1	1	1	1	1	1	1	1	0	1	1	LOC411785	XP_395252.2	Amel	XM_395252.6	Background
ORTHOMCL8425	null	1	1	1	1	1	1	1	1	1	1	0	LOC411725	XP_395193.1	Amel	XM_395193.5	Background
ORTHOMCL8426	null	1	1	1	1	1	1	1	1	0	1	1	Vhdl	NP_001318046.1	Amel	NM_001331117.1	Background
ORTHOMCL8427	null	1	1	1	1	1	1	1	1	1	0	1	LOC725494	XP_001121331.2	Amel	XM_001121331.5	Background
ORTHOMCL8428	null	1	1	1	1	1	1	0	1	1	1	1	LOC412522	XP_625073.3	Amel	XM_625070.6	Background
ORTHOMCL8429	null	1	1	1	1	1	1	1	1	1	0	1	LOC102655009	XP_006557839.1	Amel	XM_006557776.3	Background
ORTHOMCL8430	null	1	1	1	1	1	1	1	1	1	0	1	LOC552322	XP_624700.1	Amel	XM_624697.6	Background
ORTHOMCL8431	null	1	1	1	1	0	1	0	1	1	2	1	LOC100577805	XP_016768006.1	Amel	XM_016912517.2	Background
ORTHOMCL8434	null	1	1	1	1	1	1	1	1	0	1	1	LOC107965571	XP_016772013.2	Amel	XM_016916524.2	Background
ORTHOMCL8435	null	1	1	1	1	0	1	1	1	1	1	1	LOC413679	XP_397120.4	Amel	XM_397120.7	Background
ORTHOMCL8436	null	1	1	1	1	1	1	1	1	0	1	1	LOC102656354	XP_016772082.1	Amel	XM_016916593.2	Background
ORTHOMCL8437	null	1	1	1	1	1	0	1	1	1	1	1	LOC725243	XP_026299687.1	Amel	XM_026443902.1	Background
ORTHOMCL8438	null	1	1	0	0	2	1	1	1	1	1	1	LOC409159	XP_392683.1	Amel	XM_392683.6	Background
ORTHOMCL8439	null	1	1	1	1	0	1	1	1	1	1	1	LOC408702	XP_392238.1	Amel	XM_392238.7	Background
ORTHOMCL8440	null	1	1	1	2	3	0	1	1	0	0	0	LOC552758	XP_625137.3	Amel	XM_625134.6	Background
ORTHOMCL8442	null	1	1	1	1	1	1	1	0	1	1	1	LOC724639	XP_001120530.1	Amel	XM_001120530.5	Background
ORTHOMCL8443	null	1	1	1	1	1	1	1	1	0	1	1	LOC726594	XP_001122321.2	Amel	XM_001122321.5	Background
ORTHOMCL8444	null	1	1	1	1	1	1	1	1	1	0	1	LOC100577441	XP_003250005.2	Amel	XM_003249957.4	Background
ORTHOMCL8445	null	1	1	1	1	1	1	1	0	1	1	1	LOC100577045	XP_006558592.1	Amel	XM_006558529.3	Background
ORTHOMCL8447	null	1	1	1	1	0	1	1	1	1	1	1	LOC100577222	XP_006560380.1	Amel	XM_006560317.3	Background
ORTHOMCL8448	null	1	1	1	1	1	1	1	1	1	0	1	LOC725965	XP_001121751.2	Amel	XM_001121751.5	Background
ORTHOMCL8449	null	1	1	1	1	0	1	1	1	1	1	1	LOC551345	XP_623745.2	Amel	XM_623742.6	Background
ORTHOMCL8450	null	1	1	1	1	1	0	1	1	1	1	1	LOC411358	XP_394832.1	Amel	XM_394832.5	Background
ORTHOMCL8452	null	1	1	1	1	1	0	1	2	1	0	1	LOC725074	XP_006560077.1	Amel	XM_006560014.2	Background
ORTHOMCL8453	null	1	1	1	1	0	1	1	1	1	1	1	LOC726631	XP_001122354.2	Amel	XM_001122354.5	Background
ORTHOMCL8454	null	1	1	1	1	1	1	1	0	1	1	1	LOC725532	XP_001121365.2	Amel	XM_001121365.5	Background
ORTHOMCL8455	null	1	1	1	1	1	1	1	1	1	0	1	LOC726018	XP_026299680.1	Amel	XM_026443895.1	Background
ORTHOMCL8456	null	1	1	1	1	1	1	1	0	1	1	1	LOC408727	XP_392262.4	Amel	XM_392262.6	Background
ORTHOMCL8457	null	1	1	0	1	1	1	1	1	1	1	1	TpnCI	NP_001014430.1	Amel	NM_001014430.1	Background
ORTHOMCL8458	null	1	1	1	1	1	1	1	1	1	1	0	LOC410751	XP_394227.2	Amel	XM_394227.6	Background
ORTHOMCL8459	null	1	1	1	1	1	1	1	1	1	1	0	LOC408370	XP_391919.2	Amel	XM_391919.7	Background
ORTHOMCL8460	null	1	1	1	1	0	1	1	1	1	1	1	LOC100578514	XP_003250511.1	Amel	XM_003250463.4	Background
ORTHOMCL8461	null	1	1	1	0	1	1	1	1	1	1	1	TpnCIIa	NP_001011653.2	Amel	NM_001011653.2	Background
ORTHOMCL8462	null	1	1	1	1	1	1	1	1	1	1	0	LOC726301	XP_001122049.2	Amel	XM_001122049.5	Background
ORTHOMCL8463	null	1	1	1	1	0	1	1	1	1	1	1	LOC726254	XP_026296005.1	Amel	XM_026440220.1	Background
ORTHOMCL8465	null	1	1	1	1	1	1	1	1	1	0	1	LOC100578484	XP_003251288.1	Amel	XM_003251240.4	Background
ORTHOMCL8466	null	1	1	1	1	1	1	1	1	0	1	1	LOC100577121	XP_006560271.1	Amel	XM_006560208.3	Background
ORTHOMCL8469	null	1	1	1	1	1	0	1	1	1	1	1	LOC102654746	XP_006558979.1	Amel	XM_006558916.3	Background
ORTHOMCL8470	null	1	1	1	1	0	1	1	1	1	1	1	LOC724332	XP_001120153.2	Amel	XM_001120153.5	Background
ORTHOMCL8471	null	1	1	1	1	1	1	1	1	0	1	1	LOC107964351	XP_016767446.1	Amel	XM_016911957.2	Background
ORTHOMCL8472	null	1	1	1	1	1	1	0	0	1	1	2	LOC102656008	XP_006566168.2	Amel	XM_006566105.3	Background
ORTHOMCL8473	null	1	1	1	0	1	1	1	1	1	1	1	LOC410987	XP_394462.2	Amel	XM_394462.6	Background
ORTHOMCL8474	null	1	1	0	1	1	1	1	1	1	1	1	LOC551553	XP_623950.2	Amel	XM_623947.6	Background
ORTHOMCL8475	null	1	1	1	1	1	1	1	0	2	0	1	LOC724382	XP_001120217.1	Amel	XM_001120217.5	Background
ORTHOMCL8477	null	1	1	1	1	1	1	1	0	1	1	1	LOC727436	XP_001123143.2	Amel	XM_001123143.5	Background
ORTHOMCL8478	null	1	1	1	1	1	1	1	1	0	1	1	LOC409723	XP_006560497.1	Amel	XM_006560434.3	Background
ORTHOMCL8480	null	0	1	1	1	1	0	2	0	1	1	2	LOC113219054	XP_026299200.1	Amel	XM_026443415.1	Background
ORTHOMCL8482	null	0	1	1	1	1	1	1	1	1	1	1	LOC107964994	XP_016769573.1	Amel	XM_016914084.2	Background
ORTHOMCL8483	null	0	1	1	1	1	1	1	1	1	1	1	LOC725630	XP_016768078.2	Amel	XM_016912589.2	Background
ORTHOMCL8484	null	0	1	1	1	2	1	1	1	1	0	1	LOC725736	XP_016771975.2	Amel	XM_016916486.2	Background
ORTHOMCL8485	null	0	1	1	1	1	1	1	1	1	1	1	LOC412844	XP_026295424.1	Amel	XM_026439639.1	Background
ORTHOMCL8486	null	0	1	1	1	1	1	1	1	1	1	1	LOC409626	XP_393127.4	Amel	XM_393127.6	Background
ORTHOMCL8487	null	0	1	1	1	1	1	1	1	1	1	1	LOC726160	XP_001121920.1	Amel	XM_001121920.5	Background
ORTHOMCL8488	null	0	1	1	1	1	1	1	1	1	1	1	LOC726991	XP_001122705.2	Amel	XM_001122705.5	Background
ORTHOMCL8489	null	0	1	0	3	1	1	0	2	1	1	0	LOC408456	XP_016771877.1	Amel	XM_016916388.2	Background
ORTHOMCL8490	null	0	1	1	1	1	1	1	1	1	1	1	LOC551086	XP_006557563.1	Amel	XM_006557500.3	Background
ORTHOMCL8491	null	0	1	1	1	1	1	1	1	1	1	1	LOC102654970	NP_001314881.1	Amel	NM_001327952.1	Background
ORTHOMCL8492	null	0	1	1	1	1	1	1	1	1	1	1	LOC725889	XP_001121683.2	Amel	XM_001121683.5	Background
ORTHOMCL8493	null	0	1	1	1	1	1	1	1	1	1	1	LOC100578649	XP_003249619.1	Amel	XM_003249571.4	Background
ORTHOMCL8495	null	0	1	1	1	1	1	1	1	1	1	1	LOC102654652	XP_016772089.2	Amel	XM_016916600.2	Background
ORTHOMCL8496	null	0	1	1	1	1	1	1	1	1	1	1	LOC113219028	XP_026298886.1	Amel	XM_026443101.1	Background
ORTHOMCL8497	null	0	1	1	1	1	1	1	1	1	1	1	LOC100578716	XP_006566479.2	Amel	XM_006566416.3	Background
ORTHOMCL8498	null	0	1	1	1	0	1	1	1	2	1	1	LOC552512	XP_006567980.2	Amel	XM_006567917.3	Background
ORTHOMCL8499	null	0	1	1	1	1	1	1	1	1	1	1	LOC113218876	XP_026297231.1	Amel	XM_026441446.1	Background
ORTHOMCL8500	null	0	1	1	2	3	0	1	0	1	1	0	LOC113218714	XP_026295818.1	Amel	XM_026440033.1	Background
ORTHOMCL8501	null	0	1	1	1	1	1	1	1	1	1	1	LOC100577308	XP_006566106.1	Amel	XM_006566043.3	Background
ORTHOMCL8503	null	0	1	1	1	1	1	1	1	1	1	1	LOC107964502	XP_016767877.1	Amel	XM_016912388.2	Background
ORTHOMCL8504	null	0	1	1	1	1	1	1	1	1	1	1	LOC107964944	XP_016769384.2	Amel	XM_016913895.2	Background
ORTHOMCL8505	null	0	1	1	1	1	1	1	1	1	1	1	LOC107965670	XP_016772442.1	Amel	XM_016916953.2	Background
ORTHOMCL8506	null	0	1	1	1	1	1	1	1	1	1	1	LOC726834	XP_026301744.1	Amel	XM_026445959.1	Background
ORTHOMCL8507	null	0	1	1	1	1	1	1	1	1	1	1	LOC551689	XP_016773505.1	Amel	XM_016918016.2	Background
ORTHOMCL8508	null	0	1	1	1	1	1	1	1	1	1	1	LOC725840	XP_026300927.1	Amel	XM_026445142.1	Background
ORTHOMCL8509	null	0	1	1	1	1	1	1	1	1	1	1	LOC100577784	XP_016771878.2	Amel	XM_016916389.2	Background
ORTHOMCL8510	null	0	1	0	0	3	1	1	1	1	1	1	LOC551632	XP_624026.3	Amel	XM_624023.5	Background
ORTHOMCL8511	null	0	1	1	1	1	1	1	1	1	1	1	LOC727546	XP_026295187.1	Amel	XM_026439402.1	Background
ORTHOMCL8512	null	0	1	1	1	1	1	1	1	1	1	1	LOC113219115	XP_026299689.1	Amel	XM_026443904.1	Background
ORTHOMCL8513	null	0	1	1	1	1	1	1	1	1	1	1	LOC100576976	XP_006571002.1	Amel	XM_006570939.3	Background
ORTHOMCL8514	null	0	1	2	1	1	1	1	1	1	0	1	LOC100577672	XP_006566114.1	Amel	XM_006566051.3	Background
ORTHOMCL8515	null	0	1	1	1	1	1	1	1	1	1	1	LOC100578888	XP_003250365.2	Amel	XM_003250317.4	Background
ORTHOMCL8516	null	0	1	1	2	1	1	1	1	1	0	1	LOC100578020	XP_006572214.2	Amel	XM_006572151.3	Background
ORTHOMCL8538	null	1	1	1	1	1	1	0	0	1	1	1	LOC100576488	XP_016770842.2	Amel	XM_016915353.2	Background
ORTHOMCL8539	null	1	1	1	1	1	1	1	0	0	1	1	LOC552597	XP_006561389.1	Amel	XM_006561326.3	Background
ORTHOMCL8540	null	1	1	1	1	0	1	1	1	1	1	0	LOC412424	XP_006559341.1	Amel	XM_006559278.1	Background
ORTHOMCL8541	null	1	1	1	1	1	1	1	1	0	0	1	LOC102654008	XP_006561942.2	Amel	XM_006561879.3	Background
ORTHOMCL8544	null	4	5	0	0	0	0	0	0	0	0	0	Or10	NP_001229890.1	Amel	NM_001242961.1	Background
ORTHOMCL8546	null	1	1	1	1	1	0	1	1	0	1	1	LOC100576606	XP_026297495.1	Amel	XM_026441710.1	Background
ORTHOMCL8547	null	1	1	1	1	1	1	0	1	0	1	1	LOC724186	XP_006559251.1	Amel	XM_006559188.3	Background
ORTHOMCL8549	null	1	1	1	1	1	0	2	1	1	0	0	LOC107965147	XP_016770206.1	Amel	XM_016914717.2	Background
ORTHOMCL8550	null	1	1	0	0	1	1	1	1	1	1	1	LOC726053	XP_026302252.1	Amel	XM_026446467.1	Background
ORTHOMCL8551	null	1	1	0	0	1	1	1	0	1	0	3	LOC113219416	XP_026302105.1	Amel	XM_026446320.1	Background
ORTHOMCL8554	null	1	1	0	0	1	1	1	1	1	1	1	LOC410624	XP_006561075.2	Amel	XM_006561012.3	Background
ORTHOMCL8557	null	1	1	0	0	2	1	0	1	1	1	1	LOC113218959	XP_026298267.1	Amel	XM_026442482.1	Background
ORTHOMCL8559	null	1	1	1	1	1	1	0	1	0	1	1	LOC408650	XP_392190.2	Amel	XM_392190.7	Background
ORTHOMCL8560	null	3	2	1	1	0	0	2	0	0	0	0	Or14	NP_001229894.1	Amel	NM_001242965.1	Background
ORTHOMCL8561	null	1	1	1	1	0	1	1	1	0	1	1	LOC725102	XP_001120012.2	Amel	XM_001120012.5	Background
ORTHOMCL8562	null	1	1	1	1	1	1	0	1	0	1	1	LOC107965817	XP_026298627.1	Amel	XM_026442842.1	Background
ORTHOMCL8563	null	1	1	1	1	1	1	1	1	0	0	1	LOC107965367	XP_016771050.1	Amel	XM_016915561.2	Background
ORTHOMCL8565	null	1	1	1	1	1	0	1	1	0	1	1	LOC100577748	XP_006566250.1	Amel	XM_006566187.3	Background
ORTHOMCL8566	null	1	1	1	1	1	0	0	1	1	1	1	LOC102653641	XP_006569478.2	Amel	XM_006569415.3	Background
ORTHOMCL8567	null	1	1	1	1	0	1	1	0	1	1	1	LOC410857	XP_006568238.2	Amel	XM_006568175.3	Background
ORTHOMCL8568	null	1	1	1	1	0	1	1	1	0	1	1	LOC724626	XP_001119823.1	Amel	XM_001119823.5	Background
ORTHOMCL8569	null	1	1	1	1	0	1	2	1	0	0	1	LOC724817	XP_016768598.1	Amel	XM_016913109.2	Background
ORTHOMCL8571	null	1	1	1	1	1	1	1	1	0	0	1	LOC409648	XP_393146.1	Amel	XM_393146.7	Background
ORTHOMCL8572	null	1	1	1	1	1	0	1	1	1	1	0	LOC100577974	XP_026296517.1	Amel	XM_026440732.1	Background
ORTHOMCL8573	null	1	1	0	1	1	1	1	1	1	1	0	LOC100578382	XP_016767687.2	Amel	XM_016912198.2	Background
ORTHOMCL8575	null	1	1	1	1	1	0	1	1	0	1	1	LOC551178	XP_623574.2	Amel	XM_623571.5	Background
ORTHOMCL8579	null	1	1	1	1	1	1	1	0	1	1	0	LOC102654520	XP_016772606.2	Amel	XM_016917117.2	Background
ORTHOMCL8580	null	1	1	1	1	1	1	1	1	1	0	0	LOC113218599	XP_026294887.1	Amel	XM_026439102.1	Background
ORTHOMCL8581	null	1	1	1	2	0	0	0	1	1	1	1	LOC102654114	XP_026300447.1	Amel	XM_026444662.1	Background
ORTHOMCL8582	null	1	1	1	1	1	1	1	1	1	0	0	LOC102655220	XP_006572449.2	Amel	XM_006572386.3	Background
ORTHOMCL8584	null	1	1	1	1	1	1	0	1	0	1	1	LOC409512	XP_016770571.1	Amel	XM_016915082.2	Background
ORTHOMCL8585	null	3	1	0	1	1	0	1	1	0	0	1	LOC551556	XP_026300808.1	Amel	XM_026445023.1	Background
ORTHOMCL8586	null	1	1	1	1	1	1	1	0	0	1	1	LOC100576737	XP_003249546.2	Amel	XM_003249498.4	Background
ORTHOMCL8587	null	1	1	2	1	1	0	1	1	0	1	0	LOC102654783	XP_026300708.1	Amel	XM_026444923.1	Background
ORTHOMCL8588	null	1	1	1	0	1	1	0	2	0	0	2	LOC726309	XP_026296664.1	Amel	XM_026440879.1	Background
ORTHOMCL8589	null	1	1	1	1	1	1	0	0	1	1	1	LOC102654315	XP_006560308.3	Amel	XM_006560245.3	Background
ORTHOMCL8590	null	1	1	1	1	1	0	1	0	1	1	1	LOC102656326	XP_026296754.1	Amel	XM_026440969.1	Background
ORTHOMCL8591	null	1	1	1	1	1	0	1	0	1	1	1	LOC100577043	XP_006571499.1	Amel	XM_006571436.3	Background
