GeneID	name	Family.ID	source	TranscriptID	Class
LOC726337	XP_016767678.1	ORTHOMCL1184	Amel	XM_016912189.2	NA
LOC726338	XP_001122083.2	ORTHOMCL3555	Amel	XM_001122083.5	NA
LOC726339	XP_001122084.3	ORTHOMCL7599	Amel	XM_001122084.5	NA
LOC726341	XP_016768816.2	ORTHOMCL4065	Amel	XM_016913327.2	NA
LOC726343	XP_016768435.2	ORTHOMCL8738	Amel	XM_016912946.2	NA
LOC726347	XP_026302088.1	ORTHOMCL3078	Amel	XM_026446303.1	NA
LOC726348	XP_026300882.1	ORTHOMCL4485	Amel	XM_026445097.1	NA
LOC726349	XP_006571358.1	ORTHOMCL609	Amel	XM_006571295.3	NA
LOC726350	XP_001122093.2	ORTHOMCL3531	Amel	XM_001122093.5	NA
LOC726352	XP_016771183.1	ORTHOMCL2692	Amel	XM_016915694.2	NonCanon
LOC726353	XP_001122096.2	ORTHOMCL6377	Amel	XM_001122096.5	NA
LOC726354	XP_001122097.3	ORTHOMCL4652	Amel	XM_001122097.5	NA
LOC726358	XP_001122101.2	ORTHOMCL6116	Amel	XM_001122101.5	NA
LOC726359	XP_001122102.2	ORTHOMCL7102	Amel	XM_001122102.4	NA
LOC726361	XP_001122104.1	ORTHOMCL1258	Amel	XM_001122104.4	NA
LOC726362	XP_001122105.4	ORTHOMCL1549	Amel	XM_001122105.5	NA
LOC726363	XP_026297533.1	ORTHOMCL2155	Amel	XM_026441748.1	NA
LOC726364	XP_003250813.1	ORTHOMCL4958	Amel	XM_003250765.4	NA
LOC726365	XP_006564000.1	ORTHOMCL6849	Amel	XM_006563937.3	NA
LOC726367	XP_001122110.2	ORTHOMCL7718	Amel	XM_001122110.5	NA
LOC726368	XP_016773365.1	ORTHOMCL1612	Amel	XM_016917876.1	NA
LOC726369	XP_001120845.2	ORTHOMCL8099	Amel	XM_001120845.5	NA
LOC726370	XP_001122113.1	ORTHOMCL5087	Amel	XM_001122113.5	NA
LOC726371	XP_026300493.1	ORTHOMCL5781	Amel	XM_026444708.1	NA
LOC726375	XP_001122118.2	ORTHOMCL5184	Amel	XM_001122118.5	NA
LOC726377	XP_026295903.1	ORTHOMCL5410	Amel	XM_026440118.1	NA
LOC726378	XP_026295871.1	ORTHOMCL8735	Amel	XM_026440086.1	NA
LOC726379	XP_016768466.1	ORTHOMCL1151	Amel	XM_016912977.2	NA
LOC726380	XP_016769299.2	ORTHOMCL3034	Amel	XM_016913810.2	NonCanon
LOC726382	XP_026298744.1	ORTHOMCL8209	Amel	XM_026442959.1	NA
LOC726383	XP_006569788.2	ORTHOMCL6376	Amel	XM_006569725.3	NA
LOC726385	XP_026295182.1	ORTHOMCL5516	Amel	XM_026439397.1	NA
LOC726389	XP_016769991.2	ORTHOMCL572	Amel	XM_016914502.2	NonCanon
LOC726391	XP_001122133.3	ORTHOMCL127	Amel	XM_001122133.5	NA
LOC726393	NP_001091702.1	ORTHOMCL8602	Amel	NM_001098232.1	NA
LOC726394	XP_026295898.1	ORTHOMCL2090	Amel	XM_026440113.1	NA
LOC726397	XP_001122139.1	ORTHOMCL5756	Amel	XM_001122139.5	NA
LOC726399	XP_026297643.1	ORTHOMCL3088	Amel	XM_026441858.1	NA
LOC726400	XP_001122142.3	ORTHOMCL1325	Amel	XM_001122142.5	NA
LOC726401	XP_026297530.1	ORTHOMCL5019	Amel	XM_026441745.1	NonCanon
LOC726405	XP_026300636.1	ORTHOMCL811	Amel	XM_026444851.1	NA
LOC726407	XP_001120691.3	ORTHOMCL891	Amel	XM_001120691.5	NA
LOC726408	XP_003250898.1	ORTHOMCL960	Amel	XM_003250850.4	NA
LOC726409	XP_001120773.1	ORTHOMCL6178	Amel	XM_001120773.4	NonCanon
LOC726411	XP_001120611.1	ORTHOMCL2772	Amel	XM_001120611.5	NA
LOC726412	XP_006565344.1	ORTHOMCL3625	Amel	XM_006565281.3	NA
LOC726414	XP_026299178.1	ORTHOMCL731	Amel	XM_026443393.1	NonCanon
LOC726415	XP_016770335.2	ORTHOMCL3223	Amel	XM_016914846.2	NA
LOC726416	XP_026301093.1	ORTHOMCL217	Amel	XM_026445308.1	NA
LOC726417	XP_001122154.3	ORTHOMCL3606	Amel	XM_001122154.5	NA
LOC726418	XP_001122155.2	ORTHOMCL4256	Amel	XM_001122155.5	NonCanon
LOC726419	NP_001306198.1	ORTHOMCL3765	Amel	NM_001319269.1	NonCanon
LOC726421	XP_006562400.1	ORTHOMCL2752	Amel	XM_006562337.3	NA
LOC726422	XP_001122159.1	ORTHOMCL7270	Amel	XM_001122159.5	NA
LOC726423	XP_006562517.1	ORTHOMCL1157	Amel	XM_006562454.3	NA
LOC726427	XP_001122164.3	ORTHOMCL6312	Amel	XM_001122164.5	NA
LOC726428	XP_006569035.1	ORTHOMCL709	Amel	XM_006568972.3	NonCanon
LOC726429	XP_001120848.2	ORTHOMCL2730	Amel	XM_001120848.5	NA
LOC726431	XP_006571541.1	ORTHOMCL3593	Amel	XM_006571478.3	NA
LOC726432	XP_006566803.2	ORTHOMCL4978	Amel	XM_006566740.3	NA
LOC726433	XP_006565329.1	ORTHOMCL3773	Amel	XM_006565266.3	NA
LOC726434	XP_026300577.1	ORTHOMCL2452	Amel	XM_026444792.1	NA
LOC726435	XP_026301096.1	ORTHOMCL7662	Amel	XM_026445311.1	NA
LOC726436	XP_006560721.1	ORTHOMCL5399	Amel	XM_006560658.3	NA
LOC726437	XP_006562436.1	ORTHOMCL3661	Amel	XM_006562373.3	NA
LOC726438	XP_026302271.1	ORTHOMCL2363	Amel	XM_026446486.1	NA
LOC726439	XP_001122174.1	ORTHOMCL5595	Amel	XM_001122174.5	NA
LOC726441	XP_001122176.1	ORTHOMCL2207	Amel	XM_001122176.5	NA
LOC726443	XP_026299730.1	ORTHOMCL1260	Amel	XM_026443945.1	NA
LOC726444	XP_026298555.1	ORTHOMCL5699	Amel	XM_026442770.1	NA
LOC726447	XP_001120889.1	ORTHOMCL808	Amel	XM_001120889.5	NA
LOC726449	XP_006562826.1	ORTHOMCL1709	Amel	XM_006562763.3	NA
LOC726450	XP_006557455.1	ORTHOMCL931	Amel	XM_006557392.2	NA
LOC726451	XP_001122183.1	ORTHOMCL8236	Amel	XM_001122183.4	NA
LOC726453	XP_001122185.1	ORTHOMCL6939	Amel	XM_001122185.4	NA
LOC726455	XP_026299499.1	ORTHOMCL8279	Amel	XM_026443714.1	NA
LOC726456	XP_026300566.1	ORTHOMCL2537	Amel	XM_026444781.1	NA
LOC726458	XP_006563495.1	ORTHOMCL640	Amel	XM_006563432.3	NA
LOC726459	XP_016772189.1	ORTHOMCL8703	Amel	XM_016916700.2	NA
LOC726460	XP_001122192.2	ORTHOMCL3229	Amel	XM_001122192.5	NA
LOC726461	XP_026294877.1	ORTHOMCL597	Amel	XM_026439092.1	NA
LOC726463	XP_001122195.1	ORTHOMCL6161	Amel	XM_001122195.5	NA
LOC726469	XP_016769858.1	ORTHOMCL2856	Amel	XM_016914369.2	NA
LOC726470	XP_006566270.2	ORTHOMCL6150	Amel	XM_006566207.3	NA
LOC726472	XP_001122204.2	ORTHOMCL5290	Amel	XM_001122204.5	NA
LOC726474	XP_026300734.1	ORTHOMCL1660	Amel	XM_026444949.1	NA
LOC726476	XP_006563636.2	ORTHOMCL2292	Amel	XM_006563573.3	NonCanon
LOC726478	XP_001122210.1	ORTHOMCL2811	Amel	XM_001122210.4	NA
LOC726480	XP_001122212.1	ORTHOMCL4103	Amel	XM_001122212.5	NA
LOC726481	XP_001122213.5	ORTHOMCL3216	Amel	XM_001122213.5	NA
LOC726482	XP_026297994.1	ORTHOMCL4834	Amel	XM_026442209.1	NA
LOC726483	XP_016773003.2	ORTHOMCL5543	Amel	XM_016917514.2	NA
LOC726486	XP_001120846.1	ORTHOMCL858	Amel	XM_001120846.5	NA
LOC726488	XP_026298944.1	ORTHOMCL5706	Amel	XM_026443159.1	NA
LOC726492	XP_006563010.1	ORTHOMCL3917	Amel	XM_006562947.3	NA
LOC726493	XP_026300965.1	ORTHOMCL4687	Amel	XM_026445180.1	NA
LOC726494	XP_006560725.1	ORTHOMCL5603	Amel	XM_006560662.3	NA
LOC726495	XP_001122227.1	ORTHOMCL5387	Amel	XM_001122227.5	NA
LOC726496	XP_026295410.1	ORTHOMCL1860	Amel	XM_026439625.1	NA
LOC726497	XP_026296804.1	ORTHOMCL7817	Amel	XM_026441019.1	Canon
LOC726498	XP_001122230.1	ORTHOMCL1284	Amel	XM_001122230.5	NonCanon
LOC726500	XP_026297917.1	ORTHOMCL1291	Amel	XM_026442132.1	Canon
LOC726501	XP_026296512.1	ORTHOMCL2963	Amel	XM_026440727.1	NA
LOC726504	XP_006558932.1	ORTHOMCL5612	Amel	XM_006558869.3	NA
LOC726505	XP_001122237.3	ORTHOMCL5816	Amel	XM_001122237.5	NA
LOC726506	XP_001122238.2	ORTHOMCL1324	Amel	XM_001122238.5	NA
LOC726508	XP_026299500.1	ORTHOMCL1527	Amel	XM_026443715.1	NA
LOC726509	XP_001122241.2	ORTHOMCL7171	Amel	XM_001122241.5	NA
LOC726513	XP_006564576.1	ORTHOMCL545	Amel	XM_006564513.2	NA
LOC726515	XP_001122247.5	ORTHOMCL3418	Amel	XM_001122247.5	NA
LOC726521	XP_001120800.1	ORTHOMCL6531	Amel	XM_001120800.5	NonCanon
LOC726522	XP_006570387.1	ORTHOMCL6632	Amel	XM_006570324.3	NA
LOC726524	XP_026300098.1	ORTHOMCL6882	Amel	XM_026444313.1	NA
LOC726527	XP_001122256.1	ORTHOMCL3901	Amel	XM_001122256.5	NA
LOC726528	XP_026301354.1	ORTHOMCL1880	Amel	XM_026445569.1	NA
LOC726529	XP_026295412.1	ORTHOMCL6225	Amel	XM_026439627.1	NA
LOC726530	XP_026296807.1	ORTHOMCL5228	Amel	XM_026441022.1	NonCanon
LOC726532	XP_026297479.1	ORTHOMCL4370	Amel	XM_026441694.1	NA
LOC726535	XP_006567496.1	ORTHOMCL4902	Amel	XM_006567433.3	NA
LOC726537	XP_016769238.1	ORTHOMCL6684	Amel	XM_016913749.1	NA
LOC726538	XP_006571839.1	ORTHOMCL5441	Amel	XM_006571776.3	NA
LOC726541	XP_026295235.1	ORTHOMCL2272	Amel	XM_026439450.1	NA
LOC726543	XP_003249728.1	ORTHOMCL2549	Amel	XM_003249680.4	NA
LOC726544	XP_006557447.1	ORTHOMCL5636	Amel	XM_006557384.3	NA
LOC726545	XP_001122272.2	ORTHOMCL2251	Amel	XM_001122272.5	NA
LOC726546	XP_026299240.1	ORTHOMCL1025	Amel	XM_026443455.1	NA
LOC726548	XP_001122276.2	ORTHOMCL467	Amel	XM_001122276.5	NA
LOC726550	XP_001122278.1	ORTHOMCL8420	Amel	XM_001122278.4	NA
LOC726551	XP_026296821.1	ORTHOMCL5533	Amel	XM_026441036.1	NA
LOC726552	XP_006570274.1	ORTHOMCL8984	Amel	XM_006570211.3	NA
LOC726554	XP_026294853.1	ORTHOMCL3150	Amel	XM_026439068.1	NA
LOC726562	XP_026295530.1	ORTHOMCL4943	Amel	XM_026439745.1	Canon
LOC726564	XP_026299511.1	ORTHOMCL3894	Amel	XM_026443726.1	NA
LOC726566	XP_016772372.2	ORTHOMCL5667	Amel	XM_016916883.2	NA
LOC726568	XP_006562160.1	ORTHOMCL6527	Amel	XM_006562097.3	NA
LOC726569	XP_026296777.1	ORTHOMCL193	Amel	XM_026440992.1	NA
LOC726570	XP_026294960.1	ORTHOMCL3660	Amel	XM_026439175.1	NA
LOC726571	XP_001122299.3	ORTHOMCL2967	Amel	XM_001122299.4	NA
LOC726579	XP_001122306.2	ORTHOMCL7809	Amel	XM_001122306.5	NonCanon
LOC726580	XP_026300085.1	ORTHOMCL660	Amel	XM_026444300.1	NA
LOC726582	XP_006563002.1	ORTHOMCL7566	Amel	XM_006562939.3	NA
LOC726583	XP_006565937.2	ORTHOMCL6900	Amel	XM_006565874.3	NonCanon
LOC726584	XP_006560957.3	ORTHOMCL7956	Amel	XM_006560894.3	NA
LOC726585	XP_026296057.1	ORTHOMCL2243	Amel	XM_026440272.1	NA
LOC726586	XP_026297927.1	ORTHOMCL4134	Amel	XM_026442142.1	NA
LOC726587	XP_006564754.2	ORTHOMCL5814	Amel	XM_006564691.3	NA
LOC726589	XP_006568865.1	ORTHOMCL754	Amel	XM_006568802.3	NA
LOC726590	XP_026302055.1	ORTHOMCL6906	Amel	XM_026446270.1	NA
LOC726591	XP_026295543.1	ORTHOMCL5515	Amel	XM_026439758.1	NA
LOC726592	XP_006562848.2	ORTHOMCL6675	Amel	XM_006562785.3	NA
LOC726594	XP_001122321.2	ORTHOMCL8443	Amel	XM_001122321.5	NA
LOC726595	XP_001122322.2	ORTHOMCL2057	Amel	XM_001122322.5	NA
LOC726597	XP_026300388.1	ORTHOMCL1494	Amel	XM_026444603.1	NA
LOC726598	XP_026300350.1	ORTHOMCL10	Amel	XM_026444565.1	NA
LOC726599	XP_026300613.1	ORTHOMCL7203	Amel	XM_026444828.1	NA
LOC726600	XP_026300694.1	ORTHOMCL7247	Amel	XM_026444909.1	NA
LOC726601	XP_001122328.3	ORTHOMCL7303	Amel	XM_001122328.5	NA
LOC726602	XP_016767111.1	ORTHOMCL7027	Amel	XM_016911622.2	NA
LOC726605	XP_026302267.1	ORTHOMCL3685	Amel	XM_026446482.1	NA
LOC726608	XP_006561636.2	ORTHOMCL3580	Amel	XM_006561573.3	NA
LOC726609	XP_016770405.1	ORTHOMCL722	Amel	XM_016914916.2	NonCanon
LOC726611	XP_001122336.3	ORTHOMCL6288	Amel	XM_001122336.5	NonCanon
LOC726612	XP_006566669.1	ORTHOMCL569	Amel	XM_006566606.2	NA
LOC726615	XP_006563783.2	ORTHOMCL5373	Amel	XM_006563720.2	NA
LOC726616	XP_001122341.1	ORTHOMCL6769	Amel	XM_001122341.5	NA
LOC726617	XP_006559667.1	ORTHOMCL6770	Amel	XM_006559604.3	NA
LOC726619	XP_001122344.1	ORTHOMCL4023	Amel	XM_001122344.5	NA
LOC726620	XP_026297098.1	ORTHOMCL7719	Amel	XM_026441313.1	NA
LOC726626	XP_016769342.2	ORTHOMCL4906	Amel	XM_016913853.2	NonCanon
LOC726629	XP_001120735.1	ORTHOMCL2027	Amel	XM_001120735.5	NA
LOC726631	XP_001122354.2	ORTHOMCL8453	Amel	XM_001122354.5	NA
LOC726633	XP_026295651.1	ORTHOMCL5187	Amel	XM_026439866.1	NA
LOC726636	XP_006559669.1	ORTHOMCL4360	Amel	XM_006559606.3	NA
LOC726637	XP_001122360.3	ORTHOMCL5322	Amel	XM_001122360.5	Canon
LOC726638	XP_016769408.2	ORTHOMCL6276	Amel	XM_016913919.2	NA
LOC726639	XP_006567480.1	ORTHOMCL8234	Amel	XM_006567417.3	NA
LOC726642	XP_026298578.1	ORTHOMCL7822	Amel	XM_026442793.1	NA
LOC726643	XP_001122365.1	ORTHOMCL1753	Amel	XM_001122365.5	NA
LOC726647	XP_026295549.1	ORTHOMCL316	Amel	XM_026439764.1	NA
LOC726648	XP_001122369.1	ORTHOMCL6780	Amel	XM_001122369.5	NA
LOC726649	XP_006564883.1	ORTHOMCL3295	Amel	XM_006564820.2	NA
LOC726650	XP_006563508.3	ORTHOMCL1507	Amel	XM_006563445.3	NA
LOC726651	XP_016772168.2	ORTHOMCL3795	Amel	XM_016916679.2	NA
LOC726653	XP_006562154.1	ORTHOMCL5610	Amel	XM_006562091.3	NA
LOC726654	XP_026296533.1	ORTHOMCL3035	Amel	XM_026440748.1	NA
LOC726655	XP_006557594.2	ORTHOMCL8309	Amel	XM_006557531.3	NA
LOC726656	XP_006557732.2	ORTHOMCL7004	Amel	XM_006557669.3	NA
LOC726657	XP_026298116.1	ORTHOMCL1141	Amel	XM_026442331.1	NA
LOC726658	XP_001122379.3	ORTHOMCL6846	Amel	XM_001122379.5	NA
LOC726661	XP_026297742.1	ORTHOMCL8376	Amel	XM_026441957.1	NA
LOC726662	XP_006558428.1	ORTHOMCL7992	Amel	XM_006558365.3	NonCanon
LOC726664	XP_016772822.2	ORTHOMCL4164	Amel	XM_016917333.2	NonCanon
LOC726666	XP_001122387.2	ORTHOMCL7279	Amel	XM_001122387.5	NonCanon
LOC726667	XP_026301850.1	ORTHOMCL2544	Amel	XM_026446065.1	NA
LOC726668	XP_016770038.1	ORTHOMCL8233	Amel	XM_016914549.2	NA
LOC726669	XP_001122391.1	ORTHOMCL6461	Amel	XM_001122391.5	NA
LOC726670	XP_016771667.1	ORTHOMCL6957	Amel	XM_016916178.2	NA
LOC726671	XP_016767256.1	ORTHOMCL772	Amel	XM_016911767.2	NA
LOC726672	XP_026297086.1	ORTHOMCL1487	Amel	XM_026441301.1	NA
LOC726673	XP_006559738.2	ORTHOMCL4113	Amel	XM_006559675.3	NA
LOC726677	XP_006557896.1	ORTHOMCL7609	Amel	XM_006557833.3	NA
LOC726679	XP_001122401.3	ORTHOMCL1665	Amel	XM_001122401.5	NA
LOC726681	XP_026296111.1	ORTHOMCL3895	Amel	XM_026440326.1	NA
LOC726682	XP_001122405.2	ORTHOMCL7680	Amel	XM_001122405.5	NA
LOC726683	XP_026296540.1	ORTHOMCL107	Amel	XM_026440755.1	NA
LOC726685	XP_026302047.1	ORTHOMCL1163	Amel	XM_026446262.1	NA
LOC726689	XP_003250481.1	ORTHOMCL2791	Amel	XM_003250433.3	NA
LOC726694	XP_026299393.1	ORTHOMCL4099	Amel	XM_026443608.1	NA
LOC726695	XP_016770777.2	ORTHOMCL1392	Amel	XM_016915288.2	NA
LOC726696	XP_001122418.1	ORTHOMCL2063	Amel	XM_001122418.5	NA
LOC726697	XP_026300986.1	ORTHOMCL789	Amel	XM_026445201.1	NA
LOC726698	XP_016772088.2	ORTHOMCL2838	Amel	XM_016916599.2	NA
LOC726699	XP_001122422.1	ORTHOMCL5123	Amel	XM_001122422.5	NA
LOC726703	XP_006569978.1	ORTHOMCL1194	Amel	XM_006569915.3	NA
LOC726706	XP_016772141.2	ORTHOMCL4934	Amel	XM_016916652.2	NA
LOC726708	XP_016767270.2	ORTHOMCL6269	Amel	XM_016911781.2	NA
LOC726709	XP_026300273.1	ORTHOMCL720	Amel	XM_026444488.1	NA
LOC726711	XP_001122434.2	ORTHOMCL5518	Amel	XM_001122434.5	NA
LOC726713	XP_006564579.2	ORTHOMCL4758	Amel	XM_006564516.3	NA
LOC726718	XP_001122441.2	ORTHOMCL4375	Amel	XM_001122441.5	NA
LOC726720	XP_016772167.1	ORTHOMCL2547	Amel	XM_016916678.2	NonCanon
LOC726721	XP_001120892.1	ORTHOMCL1362	Amel	XM_001120892.5	Canon
LOC726722	XP_026297324.1	ORTHOMCL7301	Amel	XM_026441539.1	NA
LOC726723	XP_006565870.1	ORTHOMCL5826	Amel	XM_006565807.3	NA
LOC726724	XP_001122445.1	ORTHOMCL8913	Amel	XM_001122445.5	NA
LOC726727	XP_026295567.1	ORTHOMCL4813	Amel	XM_026439782.1	NA
LOC726728	XP_006560739.1	ORTHOMCL353	Amel	XM_006560676.3	NA
LOC726729	XP_001122450.1	ORTHOMCL6356	Amel	XM_001122450.5	NA
LOC726731	XP_001122452.2	ORTHOMCL2703	Amel	XM_001122452.5	NA
LOC726733	XP_001122454.1	ORTHOMCL5304	Amel	XM_001122454.4	NA
LOC726740	XP_003249077.1	ORTHOMCL942	Amel	XM_003249029.4	NA
LOC726742	XP_001122463.2	ORTHOMCL2623	Amel	XM_001122463.5	NonCanon
LOC726743	XP_006570066.1	ORTHOMCL7413	Amel	XM_006570003.3	NA
LOC726745	XP_001122465.1	ORTHOMCL934	Amel	XM_001122465.5	NA
LOC726746	XP_001122466.1	ORTHOMCL3815	Amel	XM_001122466.4	NA
LOC726747	XP_001122467.1	ORTHOMCL611	Amel	XM_001122467.5	NonCanon
LOC726750	XP_016769592.2	ORTHOMCL7882	Amel	XM_016914103.2	NonCanon
LOC726754	XP_001122474.2	ORTHOMCL4317	Amel	XM_001122474.5	NonCanon
LOC726755	NP_001091688.1	ORTHOMCL1678	Amel	NM_001098218.1	NA
LOC726756	XP_001122476.1	ORTHOMCL2254	Amel	XM_001122476.5	NA
LOC726757	XP_006570356.1	ORTHOMCL4237	Amel	XM_006570293.3	NA
LOC726758	XP_026299959.1	ORTHOMCL5791	Amel	XM_026444174.1	NA
LOC726759	XP_016771299.2	ORTHOMCL7524	Amel	XM_016915810.2	NA
LOC726760	XP_026294855.1	ORTHOMCL1492	Amel	XM_026439070.1	Canon
LOC726762	XP_001122483.1	ORTHOMCL4677	Amel	XM_001122483.5	NA
LOC726765	XP_006567466.2	ORTHOMCL5730	Amel	XM_006567403.3	NA
LOC726766	XP_026302064.1	ORTHOMCL684	Amel	XM_026446279.1	Canon
LOC726770	NP_001229452.1	ORTHOMCL4431	Amel	NM_001242523.1	NA
LOC726771	XP_026299573.1	ORTHOMCL4175	Amel	XM_026443788.1	NA
LOC726780	XP_026299733.1	ORTHOMCL3705	Amel	XM_026443948.1	NA
LOC726781	XP_006566643.1	ORTHOMCL935	Amel	XM_006566580.3	Canon
LOC726782	XP_001122504.1	ORTHOMCL6881	Amel	XM_001122504.5	NA
LOC726783	XP_001122505.3	ORTHOMCL8308	Amel	XM_001122505.5	NA
LOC726784	XP_001122506.2	ORTHOMCL6721	Amel	XM_001122506.5	NA
LOC726786	XP_026297520.1	ORTHOMCL1288	Amel	XM_026441735.1	NA
LOC726788	XP_001122509.1	ORTHOMCL4386	Amel	XM_001122509.5	NA
LOC726789	XP_001122510.2	ORTHOMCL8264	Amel	XM_001122510.5	NA
LOC726790	XP_016771200.1	ORTHOMCL1958	Amel	XM_016915711.2	NA
LOC726791	XP_001122512.3	ORTHOMCL4169	Amel	XM_001122512.4	NA
LOC726792	XP_026301152.1	ORTHOMCL3154	Amel	XM_026445367.1	NA
LOC726793	XP_026295047.1	ORTHOMCL7954	Amel	XM_026439262.1	NA
LOC726798	XP_001122519.2	ORTHOMCL6227	Amel	XM_001122519.5	NA
LOC726800	XP_006566420.1	ORTHOMCL7735	Amel	XM_006566357.3	NonCanon
LOC726801	XP_001122522.2	ORTHOMCL5227	Amel	XM_001122522.4	NA
LOC726802	XP_001122523.1	ORTHOMCL7497	Amel	XM_001122523.5	NA
LOC726803	XP_006565929.1	ORTHOMCL8327	Amel	XM_006565866.3	NA
LOC726804	XP_003249228.1	ORTHOMCL4173	Amel	XM_003249180.4	NA
LOC726806	XP_006557284.1	ORTHOMCL4579	Amel	XM_006557221.3	NA
LOC726810	XP_026298632.1	ORTHOMCL8619	Amel	XM_026442847.1	NA
LOC726811	XP_026297925.1	ORTHOMCL7337	Amel	XM_026442140.1	NonCanon
LOC726812	XP_001122533.3	ORTHOMCL4353	Amel	XM_001122533.5	NonCanon
LOC726814	XP_016770361.2	ORTHOMCL7673	Amel	XM_016914872.2	NA
LOC726815	XP_001122536.1	ORTHOMCL2710	Amel	XM_001122536.4	NA
LOC726816	XP_006557811.1	ORTHOMCL6969	Amel	XM_006557748.3	NA
LOC726819	XP_006569795.3	ORTHOMCL5249	Amel	XM_006569732.3	NA
LOC726822	XP_026298160.1	ORTHOMCL7179	Amel	XM_026442375.1	NonCanon
LOC726823	XP_026297391.1	ORTHOMCL8963	Amel	XM_026441606.1	NonCanon
LOC726824	XP_026302084.1	ORTHOMCL1982	Amel	XM_026446299.1	NA
LOC726825	XP_016772364.1	ORTHOMCL5710	Amel	XM_016916875.2	NA
LOC726826	XP_026295874.1	ORTHOMCL2080	Amel	XM_026440089.1	NonCanon
LOC726827	XP_016767396.2	ORTHOMCL5136	Amel	XM_016911907.2	NA
LOC726828	XP_016767630.1	ORTHOMCL7366	Amel	XM_016912141.2	NA
LOC726829	XP_026298212.1	ORTHOMCL5099	Amel	XM_026442427.1	NA
LOC726832	XP_006569791.3	ORTHOMCL8340	Amel	XM_006569728.3	NA
LOC726833	XP_001122551.2	ORTHOMCL6199	Amel	XM_001122551.5	NA
LOC726834	XP_026301744.1	ORTHOMCL8506	Amel	XM_026445959.1	NA
LOC726838	XP_001122556.2	ORTHOMCL3323	Amel	XM_001122556.5	NA
LOC726839	XP_006565861.2	ORTHOMCL779	Amel	XM_006565798.3	NA
LOC726840	XP_001122558.1	ORTHOMCL7886	Amel	XM_001122558.5	NonCanon
LOC726841	XP_016767597.1	ORTHOMCL899	Amel	XM_016912108.2	NA
LOC726842	XP_026297406.1	ORTHOMCL1594	Amel	XM_026441621.1	NA
LOC726850	XP_006561882.1	ORTHOMCL2707	Amel	XM_006561819.3	NonCanon
LOC726852	XP_026300574.1	ORTHOMCL8328	Amel	XM_026444789.1	NA
LOC726853	XP_026301190.1	ORTHOMCL4941	Amel	XM_026445405.1	NA
LOC726854	XP_006563536.2	ORTHOMCL3178	Amel	XM_006563473.3	NA
LOC726855	XP_001122571.3	ORTHOMCL1711	Amel	XM_001122571.5	NA
LOC726857	XP_016766862.1	ORTHOMCL6672	Amel	XM_016911373.2	NA
LOC726860	XP_001120801.1	ORTHOMCL1676	Amel	XM_001120801.4	NA
LOC726861	XP_006566614.1	ORTHOMCL5764	Amel	XM_006566551.3	NA
LOC726862	XP_026300426.1	ORTHOMCL6346	Amel	XM_026444641.1	NA
LOC726863	XP_026301105.1	ORTHOMCL6241	Amel	XM_026445320.1	NonCanon
LOC726864	XP_016772640.1	ORTHOMCL524	Amel	XM_016917151.2	NA
LOC726866	XP_026296026.1	ORTHOMCL8033	Amel	XM_026440241.1	NA
LOC726867	XP_001122583.4	ORTHOMCL7109	Amel	XM_001122583.5	NA
LOC726869	XP_001122585.3	ORTHOMCL5381	Amel	XM_001122585.5	NonCanon
LOC726870	XP_001122586.2	ORTHOMCL6190	Amel	XM_001122586.5	NA
LOC726872	XP_026298167.1	ORTHOMCL6054	Amel	XM_026442382.1	NonCanon
LOC726874	XP_026297815.1	ORTHOMCL3202	Amel	XM_026442030.1	NA
LOC726875	XP_026299662.1	ORTHOMCL2085	Amel	XM_026443877.1	NA
LOC726879	XP_026296404.1	ORTHOMCL678	Amel	XM_026440619.1	NA
LOC726880	NP_001229505.1	ORTHOMCL8620	Amel	NM_001242576.1	NA
LOC726883	XP_026297267.1	ORTHOMCL7765	Amel	XM_026441482.1	NA
LOC726886	XP_026295639.1	ORTHOMCL7904	Amel	XM_026439854.1	NA
LOC726887	XP_026301175.1	ORTHOMCL3285	Amel	XM_026445390.1	NonCanon
LOC726888	XP_026301710.1	ORTHOMCL2308	Amel	XM_026445925.1	NA
LOC726890	XP_026298030.1	ORTHOMCL2789	Amel	XM_026442245.1	NonCanon
LOC726894	XP_001121144.1	ORTHOMCL8325	Amel	XM_001121144.4	NonCanon
LOC726895	XP_001122611.3	ORTHOMCL1539	Amel	XM_001122611.5	NA
LOC726896	XP_001122612.2	ORTHOMCL1953	Amel	XM_001122612.5	NA
LOC726898	XP_001122615.2	ORTHOMCL7925	Amel	XM_001122615.5	NonCanon
LOC726900	XP_006571955.1	ORTHOMCL1490	Amel	XM_006571892.3	NA
LOC726902	XP_001121025.1	ORTHOMCL2115	Amel	XM_001121025.5	NA
LOC726903	XP_001122620.2	ORTHOMCL1477	Amel	XM_001122620.5	NA
LOC726904	XP_026299799.1	ORTHOMCL1175	Amel	XM_026444014.1	NA
LOC726905	XP_026301412.1	ORTHOMCL1468	Amel	XM_026445627.1	NA
LOC726906	XP_001122623.2	ORTHOMCL3409	Amel	XM_001122623.5	NA
LOC726908	XP_026298321.1	ORTHOMCL2861	Amel	XM_026442536.1	NA
LOC726912	XP_026296231.1	ORTHOMCL2381	Amel	XM_026440446.1	NA
LOC726913	XP_016770204.2	ORTHOMCL444	Amel	XM_016914715.2	NA
LOC726914	XP_026296831.1	ORTHOMCL5472	Amel	XM_026441046.1	NA
