	pvalue	GeneID	name	source	TranscriptID	Class	Desc	Aflo	Amel	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot
ORTHOMCL1437	0.049	LOC100577682	XP_003249660.1	Amel	XM_003249612.4	Background		1	1	1	1	2	1	2	1	1	0	4
ORTHOMCL1438	0.02	LOC724610	XP_026297068.1	Amel	XM_026441283.1	Background		1	1	1	1	6	1	1	1	1	1	0
ORTHOMCL1441	0.021	LOC550929	XP_623327.1	Amel	XM_623324.6	Background		3	1	1	1	1	1	3	1	1	1	1
ORTHOMCL1446	0.049	LOC724739	XP_026295946.1	Amel	XM_026440161.1	Background		2	1	2	1	2	1	2	1	1	1	1
ORTHOMCL1447	0.002	LOC100576349	XP_003251882.2	Amel	XM_003251834.4	Background		4	1	2	1	1	1	1	1	1	1	1
ORTHOMCL1449	0.018000000000000002	LOC726918	XP_016771723.2	Amel	XM_016916234.2	Background		1	1	3	1	1	1	2	1	1	1	2
ORTHOMCL1452	0.0	LOC726277	XP_006558300.1	Amel	XM_006558237.3	Background		4	1	1	1	1	0	1	3	1	1	1
ORTHOMCL1453	0.049	LOC725193	XP_026299097.1	Amel	XM_026443312.1	Background		2	1	2	1	1	1	2	1	1	1	2
ORTHOMCL1458	0.002	LOC100577253	XP_006564069.2	Amel	XM_006564006.3	Background		2	1	1	4	1	1	1	1	1	1	1
ORTHOMCL1459	0.002	LOC413966	XP_006567764.1	Amel	XM_006567701.3	Background		1	1	1	5	1	1	1	1	1	1	1
ORTHOMCL1468	0.031	LOC726905	XP_026301412.1	Amel	XM_026445627.1	Background		3	1	1	1	2	1	2	1	1	1	1
ORTHOMCL1472	0.026000000000000002	LOC100576568	XP_016768244.1	Amel	XM_016912755.2	Background		2	1	1	2	1	1	2	1	2	1	1
ORTHOMCL1474	0.023	LOC725481	XP_016768667.1	Amel	XM_016913178.2	Background		3	1	1	1	1	1	1	1	1	2	2
ORTHOMCL1484	0.021	LOC413223	XP_026299982.1	Amel	XM_026444197.1	Background		3	1	1	1	1	1	1	1	1	1	3
ORTHOMCL1489	0.0	LOC724735	XP_006558401.1	Amel	XM_006558338.3	Background		3	1	1	1	0	1	1	1	1	0	5
ORTHOMCL1490	0.03	LOC726900	XP_006571955.1	Amel	XM_006571892.3	Background		1	1	1	3	3	1	1	1	1	1	1
ORTHOMCL1501	0.001	LOC102654257	XP_006571771.1	Amel	XM_006571708.3	Background		5	1	1	1	1	1	1	1	0	2	1
ORTHOMCL1502	0.0	LOC725350	XP_001121210.2	Amel	XM_001121210.5	Background		1	1	1	6	1	1	0	1	1	1	1
ORTHOMCL1511	0.021	LOC408322	XP_391875.3	Amel	XM_391875.7	Background		3	1	1	1	2	2	0	1	1	1	2
ORTHOMCL1516	0.0	LOC100577671	XP_003250767.2	Amel	XM_003250719.4	Background		1	2	1	0	7	0	1	1	0	1	1
ORTHOMCL1522	0.006999999999999999	LOC100578271	XP_026302100.1	Amel	XM_026446315.1	Background		1	1	4	1	1	1	1	1	2	1	1
ORTHOMCL1528	0.03	LOC100576828	XP_006572034.2	Amel	XM_006571971.3	Background		2	2	1	2	2	2	1	1	1	0	1
ORTHOMCL1532	0.006999999999999999	LOC412570	XP_396025.4	Amel	XM_396025.6	Background		2	1	3	1	1	1	2	1	1	1	1
ORTHOMCL1546	0.017	LOC100576187	XP_026298571.1	Amel	XM_026442786.1	Background		1	1	2	2	1	1	0	1	1	1	4
ORTHOMCL1548	0.027999999999999997	LOC724189	XP_026296142.1	Amel	XM_026440357.1	Background		1	1	2	3	3	1	1	1	0	1	1
ORTHOMCL1551	0.006999999999999999	LOC552294	XP_006563314.1	Amel	XM_006563251.2	Background		1	1	1	4	1	1	2	1	1	1	1
ORTHOMCL1564	0.022000000000000002	LOC409553	XP_393060.4	Amel	XM_393060.7	Background		1	1	2	3	2	1	1	1	2	1	0
ORTHOMCL1565	0.021	LOC726099	XP_001121865.1	Amel	XM_001121865.5	Background		2	1	1	2	1	1	3	1	1	1	1
ORTHOMCL1569	0.015	LOC107965011	XP_026298536.1	Amel	XM_026442751.1	Background		1	1	1	2	4	1	0	1	1	1	2
ORTHOMCL1575	0.0	LOC725406	XP_026297773.1	Amel	XM_026441988.1	Background		4	1	3	1	1	1	1	1	1	1	0
ORTHOMCL1588	0.03	LOC724301	XP_006557322.1	Amel	XM_006557259.3	Background		2	1	1	2	3	1	1	1	1	1	1
ORTHOMCL1592	0.021	LOC102655476	XP_006561967.2	Amel	XM_006561904.3	Background		1	2	1	2	1	2	2	2	0	1	1
ORTHOMCL1593	0.001	LOC100578629	XP_026297514.1	Amel	XM_026441729.1	Background		1	1	1	3	1	1	0	4	1	1	1
ORTHOMCL1595	0.006999999999999999	LOC100578355	XP_006564285.2	Amel	XM_006564222.3	Background		1	1	4	1	2	1	1	1	1	1	1
ORTHOMCL1600	0.042	LOC411433	XP_006566671.1	Amel	XM_006566608.3	Background		2	1	1	2	1	2	1	2	1	1	1
ORTHOMCL1606	0.043	LOC409678	XP_026296645.1	Amel	XM_026440860.1	Background		2	1	2	1	2	1	1	1	1	2	1
ORTHOMCL1608	0.03	LOC725241	XP_016770007.2	Amel	XM_016914518.2	Background		1	1	3	1	1	1	1	1	1	3	1
ORTHOMCL1609	0.03	LOC411882	XP_006571623.1	Amel	XM_006571560.3	Background		1	1	1	3	3	1	1	1	1	1	1
ORTHOMCL1613	0.03	LOC409686	XP_026296342.1	Amel	XM_026440557.1	Background		1	1	3	1	2	1	1	1	2	1	1
ORTHOMCL1616	0.013000000000000001	LOC100577455	XP_006563366.1	Amel	XM_006563303.3	Background		1	1	1	0	2	1	1	1	1	1	5
ORTHOMCL1626	0.017	LOC412665	XP_006572049.1	Amel	XM_006571986.3	Background		1	1	3	1	1	1	3	1	1	1	1
ORTHOMCL1628	0.006999999999999999	LOC412491	XP_395948.5	Amel	XM_395948.7	Background		2	1	3	1	2	1	1	1	1	1	1
ORTHOMCL1634	0.027000000000000003	LOC413664	XP_026298010.1	Amel	XM_026442225.1	Background		1	1	2	2	0	1	1	1	1	1	4
ORTHOMCL1635	0.002	LOC413702	XP_006562958.1	Amel	XM_006562895.3	Background		1	1	5	1	1	1	1	1	1	1	1
ORTHOMCL1640	0.002	LOC107963964	XP_016768360.1	Amel	XM_016912871.2	Background		1	1	5	1	1	1	1	1	1	1	1
ORTHOMCL1645	0.002	LOC724538	XP_016773319.1	Amel	XM_016917830.2	Background		1	1	1	5	1	1	1	1	1	1	1
ORTHOMCL1646	0.015	LOC113218537	XP_026300981.1	Amel	XM_026445196.1	Background		2	1	1	2	2	1	2	1	1	0	2
ORTHOMCL1648	0.006999999999999999	LOC726972	XP_006570133.1	Amel	XM_006570070.3	Background		1	1	1	4	2	1	1	1	1	1	1
ORTHOMCL1659	0.045	LOC412863	XP_396315.6	Amel	XM_396315.7	Background		2	1	2	1	1	1	1	1	1	2	2
ORTHOMCL1660	0.021	LOC726474	XP_026300734.1	Amel	XM_026444949.1	Background		3	1	1	1	1	1	1	1	1	1	3
ORTHOMCL1672	0.0	LOC725041	XP_001120937.2	Amel	XM_001120937.5	Background		1	1	2	1	0	1	1	1	1	0	6
ORTHOMCL1674	0.032	LOC412093	XP_006562868.1	Amel	XM_006562805.3	Background		1	1	2	1	1	3	2	1	1	1	1
ORTHOMCL1677	0.006	LOC409438	XP_392951.3	Amel	XM_392951.7	Background		1	1	4	1	1	1	1	2	1	1	1
ORTHOMCL1678	0.002	LOC726755	NP_001091688.1	Amel	NM_001098218.1	Background		1	1	1	5	1	1	1	1	1	1	1
ORTHOMCL1687	0.006999999999999999	LOC551401	XP_026298140.1	Amel	XM_026442355.1	Background		1	1	1	4	2	1	1	1	1	1	1
ORTHOMCL1688	0.006999999999999999	LOC408508	XP_392051.1	Amel	XM_392051.5	Background		2	1	1	3	1	1	1	1	1	1	2
ORTHOMCL1693	0.002	LOC552153	XP_006571365.1	Amel	XM_006571302.3	Background		1	1	1	5	1	1	1	1	1	1	1
ORTHOMCL1694	0.03	LOC100576994	XP_026300548.1	Amel	XM_026444763.1	Background		1	1	3	1	3	1	1	1	1	1	1
ORTHOMCL1696	0.013000000000000001	LOC724838	XP_026299150.1	Amel	XM_026443365.1	Background		1	1	1	1	4	1	3	1	1	0	1
ORTHOMCL1710	0.024	LOC412099	XP_006561334.2	Amel	XM_006561271.3	Background		1	1	1	3	2	1	2	1	1	1	1
ORTHOMCL1713	0.032	LOC552362	XP_016768322.1	Amel	XM_016912833.2	Background		1	1	3	1	2	2	1	1	1	1	1
ORTHOMCL1716	0.006999999999999999	LOC724442	XP_016768172.2	Amel	XM_016912683.2	Background		1	1	1	1	0	1	4	1	2	2	1
ORTHOMCL1717	0.049	LOC551672	XP_624064.5	Amel	XM_624061.6	Background		1	1	1	2	1	1	1	1	1	1	4
ORTHOMCL1724	0.004	LOC551079	XP_623481.2	Amel	XM_623478.6	Background		1	1	2	0	1	1	1	1	1	1	4
ORTHOMCL1733	0.033	LOC414033	XP_026296665.1	Amel	XM_026440880.1	Background		3	1	1	2	1	1	1	1	1	1	1
ORTHOMCL1750	0.042	LOC411052	XP_006558726.1	Amel	XM_006558663.3	Background		2	1	1	0	2	1	2	1	1	1	2
ORTHOMCL1759	0.031	LOC410194	XP_393677.3	Amel	XM_393677.7	Background		2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL1767	0.031	LOC724288	XP_006564440.1	Amel	XM_006564377.2	Background		2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL1769	0.02	LOC100576143	XP_003251662.1	Amel	XM_003251614.4	Background		1	1	2	1	2	1	3	1	0	1	1
ORTHOMCL1782	0.006	LOC726063	XP_016770017.1	Amel	XM_016914528.2	Background		2	1	0	2	2	1	1	1	1	1	2
ORTHOMCL1800	0.006999999999999999	LOC725247	XP_006558600.1	Amel	XM_006558537.1	Background		3	1	1	1	3	1	1	1	1	1	0
ORTHOMCL1801	0.033	LOC408345	XP_006564416.1	Amel	XM_006564353.3	Background		3	1	1	2	1	1	1	1	1	1	1
ORTHOMCL1813	0.002	LOC552243	XP_006570814.1	Amel	XM_006570751.3	Background		4	1	1	1	0	1	2	1	1	1	1
ORTHOMCL1816	0.03	LOC552799	XP_006570365.1	Amel	XM_006570302.3	Background		1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL1824	0.035	LOC411539	XP_006568356.1	Amel	XM_006568293.3	Background		4	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1827	0.031	LOC411113	XP_006567847.1	Amel	XM_006567784.3	Background		2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL1840	0.024	LOC100577537	XP_006557479.1	Amel	XM_006557416.3	Background		1	1	1	1	1	0	3	3	1	1	1
ORTHOMCL1852	0.013000000000000001	LOC113218604	XP_026294934.1	Amel	XM_026439149.1	Background		1	2	2	1	1	0	1	2	1	1	2
ORTHOMCL1854	0.031	LOC408565	XP_392109.4	Amel	XM_392109.6	Background		2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL1869	0.03	LOC724934	XP_016769119.1	Amel	XM_016913630.2	Background		1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL1880	0.03	LOC726528	XP_026301354.1	Amel	XM_026445569.1	Background		1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL1886	0.0	LOC100577269	XP_016769171.1	Amel	XM_016913682.2	Background		6	1	1	1	0	1	1	1	1	1	0
ORTHOMCL1897	0.023	LOC409327	XP_006558640.1	Amel	XM_006558577.3	Background		2	1	2	3	1	0	1	1	1	1	1
ORTHOMCL1900	0.024	LOC410754	XP_006562602.1	Amel	XM_006562539.3	Background		2	1	3	2	1	1	1	1	1	1	0
ORTHOMCL1908	0.033	LOC102655282	XP_016766807.2	Amel	XM_016911318.2	Background		3	1	1	2	1	1	1	1	1	1	1
ORTHOMCL1912	0.035	LOC726065	XP_006565305.2	Amel	XM_006565242.3	Background		4	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1926	0.006999999999999999	LOC102656882	XP_006562365.2	Amel	XM_006562302.3	Background		1	1	1	1	1	0	2	0	3	1	3
ORTHOMCL1933	0.03	Tk	NP_001011576.1	Amel	NM_001011576.1	Background		1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL1934	0.03	LOC724192	XP_001119962.3	Amel	XM_001119962.5	Background		1	1	1	2	1	2	1	1	2	2	0
ORTHOMCL1935	0.0	LOC107964258	XP_026295858.1	Amel	XM_026440073.1	Background		1	1	1	1	1	0	0	0	0	0	9
ORTHOMCL1940	0.004	LOC412301	XP_006564907.1	Amel	XM_006564844.3	Background		3	1	1	0	2	1	1	2	1	1	1
ORTHOMCL1941	0.002	LOC409448	XP_026296964.1	Amel	XM_026441179.1	Background		3	1	2	1	0	1	1	1	1	1	2
ORTHOMCL1944	0.025	LOC100578752	XP_003249667.1	Amel	XM_003249619.4	Background		1	1	1	1	1	5	1	1	0	1	1
ORTHOMCL1946	0.02	LOC408616	XP_006562592.1	Amel	XM_006562529.3	Background		1	1	2	1	1	0	1	2	1	1	3
ORTHOMCL1947	0.03	CSP4	NP_001071282.1	Amel	NM_001077814.1	Background		1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL1967	0.006999999999999999	LOC726021	XP_016772538.1	Amel	XM_016917049.2	Background		1	1	0	2	1	1	1	2	2	2	1
ORTHOMCL1979	0.006999999999999999	LOC113218664	XP_026295561.1	Amel	XM_026439776.1	Background		2	1	1	2	1	1	1	1	0	1	3
ORTHOMCL1996	0.03	LOC413690	XP_397131.4	Amel	XM_397131.7	Background		1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL2002	0.031	LOC409969	XP_006559529.1	Amel	XM_006559466.3	Background		2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL2004	0.03	LOC413948	XP_397385.2	Amel	XM_397385.6	Background		1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL2005	0.03	LOC100578314	XP_026295595.1	Amel	XM_026439810.1	Background		1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL2020	0.002	LOC409420	XP_623232.1	Amel	XM_623229.6	Background		3	1	1	1	1	1	3	1	1	1	0
ORTHOMCL2024	0.03	LOC410136	XP_393619.4	Amel	XM_393619.6	Background		1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL2029	0.022000000000000002	LOC727144	NP_001229363.1	Amel	NM_001242434.1	Background		1	1	1	1	1	0	1	1	1	1	5
ORTHOMCL2042	0.002	LOC412697	XP_016766441.1	Amel	XM_016910952.2	Background		1	1	1	3	1	0	1	1	1	1	3
ORTHOMCL2056	0.038	LOC100576963	XP_003250810.2	Amel	XM_003250762.4	Background		2	1	2	2	1	0	2	1	1	1	1
ORTHOMCL2060	0.044000000000000004	LOC551053	XP_026300407.1	Amel	XM_026444622.1	Background		1	1	1	1	1	1	1	1	0	1	5
ORTHOMCL2079	0.03	LOC413474	XP_396918.4	Amel	XM_396918.7	Background		1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL2095	0.03	LOC551557	XP_006568626.1	Amel	XM_006568563.3	Background		1	1	1	1	1	1	5	1	0	1	1
ORTHOMCL2099	0.03	LOC409158	XP_006557704.1	Amel	XM_006557641.3	Background		1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL2102	0.03	LOC408942	XP_026297377.1	Amel	XM_026441592.1	Background		1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL2134	0.006999999999999999	LOC411268	XP_026298146.1	Amel	XM_026442361.1	Background		1	1	2	1	3	1	1	1	0	0	3
ORTHOMCL2138	0.006999999999999999	LOC408937	XP_623079.2	Amel	XM_623076.6	Background		1	1	3	1	1	1	2	1	0	1	2
ORTHOMCL2139	0.045	LOC100577142	XP_026302035.1	Amel	XM_026446250.1	Background		1	1	2	1	3	0	1	1	1	1	2
ORTHOMCL2143	0.011000000000000001	LOC411924	XP_006561682.1	Amel	XM_006561619.3	Background		1	1	1	3	2	1	1	0	1	1	2
ORTHOMCL2147	0.03	LOC725252	XP_001121123.3	Amel	XM_001121123.5	Background		1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL2159	0.015	LOC724728	XP_001120619.2	Amel	XM_001120619.4	Background		1	1	2	1	1	1	1	1	0	1	4
ORTHOMCL2182	0.013000000000000001	LOC551624	XP_006570520.2	Amel	XM_006570457.3	Background		1	1	1	2	1	1	2	3	1	0	1
ORTHOMCL2183	0.03	LOC100576730	XP_003251489.1	Amel	XM_003251441.4	Background		1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL2222	0.03	LOC100578067	XP_006559354.2	Amel	XM_006559291.3	Background		3	1	1	1	1	1	1	1	0	1	2
ORTHOMCL2258	0.009000000000000001	LOC113218519	XP_016772074.2	Amel	XM_016916585.2	Background		2	1	1	3	0	1	1	1	1	1	1
ORTHOMCL2260	0.023	Syx1A	NP_001265255.1	Amel	NM_001278326.1	Background		2	1	1	2	1	1	2	1	1	0	1
ORTHOMCL2301	0.038	LOC102655796	XP_016767412.1	Amel	XM_016911923.2	Background		1	1	3	2	0	1	1	1	1	2	0
ORTHOMCL2315	0.018000000000000002	LOC552624	XP_625001.2	Amel	XM_624998.5	Background		1	1	3	1	1	1	1	2	1	1	0
ORTHOMCL2338	0.001	LOC102654183	XP_026300228.1	Amel	XM_026444443.1	Background		3	1	2	2	0	0	2	1	0	1	1
ORTHOMCL2370	0.039	LOC726934	XP_006567446.1	Amel	XM_006567383.3	Background		2	1	1	1	1	1	3	1	1	0	1
ORTHOMCL2385	0.002	LOC408864	XP_016767791.1	Amel	XM_016912302.2	Background		1	1	2	2	1	1	3	2	0	0	0
ORTHOMCL2396	0.03	LOC411276	XP_016769212.2	Amel	XM_016913723.2	Background		3	1	1	1	0	1	1	1	1	1	2
ORTHOMCL2400	0.023	LOC408690	XP_006568278.2	Amel	XM_006568215.3	Background		2	1	1	2	1	2	1	1	1	0	1
ORTHOMCL2417	0.002	LOC100576193	XP_006562941.1	Amel	XM_006562878.3	Background		2	1	2	1	2	1	2	1	0	0	1
ORTHOMCL2435	0.025	LOC411486	XP_026300961.1	Amel	XM_026445176.1	Background		2	1	2	1	1	0	1	1	2	1	1
ORTHOMCL2455	0.021	LOC100578696	XP_016773287.2	Amel	XM_016917798.2	Background		3	1	1	1	1	0	1	1	1	1	2
ORTHOMCL2465	0.026000000000000002	LOC724518	XP_026297458.1	Amel	XM_026441673.1	Background		2	1	0	1	1	1	1	1	2	2	1
ORTHOMCL2490	0.047	LOC100577113	XP_026301808.1	Amel	XM_026446023.1	Background		1	2	1	1	2	0	2	1	1	1	1
ORTHOMCL2531	0.027000000000000003	LOC413346	XP_396791.3	Amel	XM_396791.5	Background		2	1	1	2	0	1	1	1	1	1	2
ORTHOMCL2536	0.001	LOC107964982	XP_016769529.2	Amel	XM_016914040.2	Background		1	1	4	1	1	0	1	1	2	1	0
ORTHOMCL2562	0.031	LOC102654355	XP_006572096.1	Amel	XM_006572033.3	Background		1	1	1	2	1	0	3	1	1	1	1
ORTHOMCL2565	0.015	LOC100576223	XP_026299180.1	Amel	XM_026443395.1	Background		1	1	0	1	3	0	2	1	1	1	2
ORTHOMCL2572	0.045	LOC100578976	XP_006570391.1	Amel	XM_006570328.3	Background		1	1	0	1	0	2	1	2	1	1	3
ORTHOMCL2579	0.036000000000000004	LOC102654309	XP_026294927.1	Amel	XM_026439142.1	Background		1	1	1	3	1	1	1	1	0	2	1
ORTHOMCL2593	0.021	LOC100578157	XP_026298046.1	Amel	XM_026442261.1	Background		1	2	2	1	1	1	0	1	1	1	2
ORTHOMCL2600	0.026000000000000002	ILP-2	NP_001171374.1	Amel	NM_001177903.1	Background		3	1	1	1	2	1	1	1	1	1	0
ORTHOMCL2604	0.037000000000000005	LOC724283	XP_006571670.1	Amel	XM_006571607.3	Background		2	1	0	0	2	1	1	1	1	1	3
ORTHOMCL2621	0.0	LOC113219102	XP_026299560.1	Amel	XM_026443775.1	Background		1	1	5	1	0	1	0	1	2	1	0
ORTHOMCL2637	0.022000000000000002	LOC724160	XP_001119915.1	Amel	XM_001119915.5	Background		2	1	0	1	1	2	1	2	1	1	1
ORTHOMCL2652	0.006999999999999999	LOC100578289	XP_003251679.1	Amel	XM_003251631.4	Background		3	1	1	0	2	1	1	1	1	1	1
ORTHOMCL2691	0.02	LOC726193	XP_026300230.1	Amel	XM_026444445.1	Background		2	1	1	2	1	0	1	1	1	1	2
ORTHOMCL2705	0.005	LOC100577155	XP_003250542.1	Amel	XM_003250494.4	Background		1	1	1	0	5	1	1	1	1	1	0
ORTHOMCL2721	0.025	LOC724546	XP_026299983.1	Amel	XM_026444198.1	Background		1	1	3	1	2	1	1	1	1	1	0
ORTHOMCL2749	0.03	LOC107963969	XP_016771559.2	Amel	XM_016916070.2	Background		1	2	1	2	1	1	1	1	2	0	1
ORTHOMCL2813	0.028999999999999998	LOC102654676	XP_026300848.1	Amel	XM_026445063.1	Background		1	1	1	3	1	1	1	1	2	0	1
ORTHOMCL2822	0.002	LOC100578680	XP_026297292.1	Amel	XM_026441507.1	Background		1	1	3	1	0	1	2	1	1	0	2
ORTHOMCL2824	0.009000000000000001	LOC724167	XP_016766924.2	Amel	XM_016911435.2	Background		1	1	4	1	0	1	1	1	1	1	1
ORTHOMCL2970	0.049	LOC725114	XP_001120999.2	Amel	XM_001120999.5	Background		0	1	1	1	3	2	1	0	2	1	1
ORTHOMCL2972	0.006999999999999999	LOC552684	XP_006569992.2	Amel	XM_006569929.3	Background		0	1	3	1	1	1	1	1	1	1	2
ORTHOMCL2974	0.02	LOC408414	XP_006560146.1	Amel	XM_006560083.3	Background		0	1	1	2	1	1	2	1	1	1	2
ORTHOMCL2977	0.006999999999999999	LOC408478	XP_006565856.1	Amel	XM_006565793.3	Background		0	1	1	3	1	1	1	1	1	1	2
ORTHOMCL2992	0.034	LOC410746	XP_026301241.1	Amel	XM_026445456.1	Background		1	1	1	1	0	1	1	1	1	4	0
ORTHOMCL3077	0.006999999999999999	LOC102656554	XP_026301416.1	Amel	XM_026445631.1	Background		1	1	0	1	1	1	2	1	1	3	0
ORTHOMCL3139	0.03	LOC107965674	XP_016772473.2	Amel	XM_016916984.2	Background		1	1	1	1	1	3	1	2	1	0	0
ORTHOMCL3156	0.004	LOC107965672	XP_016772468.2	Amel	XM_016916979.2	Background		1	1	1	2	2	0	1	0	0	1	3
ORTHOMCL3258	0.001	LOC724679	XP_026300253.1	Amel	XM_026444468.1	Background		2	1	1	3	0	0	1	1	0	1	2
ORTHOMCL3298	0.002	BBIP1	NP_001172015.1	Amel	NM_001185086.1	Background		2	1	0	0	1	1	1	0	1	1	4
ORTHOMCL3325	0.038	5-HT2beta	NP_001191178.1	Amel	NM_001204249.1	Background		1	1	1	1	4	0	0	1	1	1	1
ORTHOMCL3334	0.006	LOC724552	XP_001120442.2	Amel	XM_001120442.5	Background		1	1	0	2	3	1	1	1	1	1	0
ORTHOMCL3459	0.047	LOC100578191	XP_006564271.2	Amel	XM_006564208.3	Background		2	1	2	2	1	1	1	0	0	1	1
ORTHOMCL3608	0.006	LOC107965085	XP_016769970.1	Amel	XM_016914481.2	Background		1	1	1	0	1	1	1	4	1	1	0
ORTHOMCL3649	0.013999999999999999	LOC100578093	XP_026298752.1	Amel	XM_026442967.1	Background		1	2	1	1	0	2	2	1	1	0	1
ORTHOMCL3723	0.002	LOC100577918	XP_006570185.1	Amel	XM_006570122.3	Background		1	1	1	3	2	0	1	0	1	1	1
ORTHOMCL4055	0.018000000000000002	LOC725386	XP_026302087.1	Amel	XM_026446302.1	Background		1	1	1	2	1	1	1	1	0	0	3
ORTHOMCL4083	0.0	LOC411197	XP_006568337.1	Amel	XM_006568274.3	Background		1	1	1	4	2	0	1	0	1	0	1
ORTHOMCL4126	0.0	LOC724235	XP_006570134.1	Amel	XM_006570071.3	Background		1	1	4	1	0	1	2	0	0	1	1
ORTHOMCL4402	0.002	LOC107964792	XP_026298356.1	Amel	XM_026442571.1	Background		0	1	1	0	2	1	2	0	1	1	3
ORTHOMCL4403	0.002	LOC725734	XP_001121546.2	Amel	XM_001121546.5	Background		0	1	2	2	1	1	3	1	0	1	0
ORTHOMCL4405	0.039	LOC102655218	XP_026294841.1	Amel	XM_026439056.1	Background		0	1	2	2	0	1	1	1	1	1	2
ORTHOMCL4407	0.023	LOC102656197	XP_026301208.1	Amel	XM_026445423.1	Background		0	1	2	3	1	1	0	1	1	1	1
ORTHOMCL4621	0.038	LOC102654897	XP_006560111.1	Amel	XM_006560048.3	Background		1	1	1	2	1	1	1	2	1	0	0
ORTHOMCL4746	0.0	LOC102654025	XP_006562430.2	Amel	XM_006562367.3	Background		1	1	0	1	0	0	1	0	1	1	5
ORTHOMCL4997	0.033	LOC725417	XP_016768400.1	Amel	XM_016912911.2	Background		2	1	1	0	2	1	1	1	0	1	1
ORTHOMCL5141	0.039	LOC102655057	XP_026298319.1	Amel	XM_026442534.1	Background		1	1	1	1	4	0	1	1	0	0	1
ORTHOMCL5215	0.03	LOC724168	XP_026296662.1	Amel	XM_026440877.1	Background		3	1	1	1	1	1	0	1	0	1	1
ORTHOMCL5257	0.013000000000000001	LOC725387	XP_001121241.3	Amel	XM_001121241.5	Background		1	1	0	2	1	0	1	2	1	1	1
ORTHOMCL5461	0.002	LOC409166	XP_016768831.2	Amel	XM_016913342.2	Background		3	1	1	1	0	2	1	1	0	1	0
ORTHOMCL5816	0.037000000000000005	LOC726505	XP_001122237.3	Amel	XM_001122237.5	Background		2	1	1	1	1	1	2	0	1	1	0
ORTHOMCL6208	0.03	LOC100579054	XP_026302102.1	Amel	XM_026446317.1	Background		1	1	1	3	1	1	1	1	0	0	1
ORTHOMCL6522	0.024	Obp4	NP_001011589.1	Amel	NM_001011589.1	Background		1	2	1	2	1	1	1	1	1	0	0
ORTHOMCL6595	0.03	LOC102656397	XP_016772228.1	Amel	XM_016916739.2	Background		3	1	1	1	1	1	1	0	0	1	1
ORTHOMCL6841	0.001	LOC113218849	XP_026297100.1	Amel	XM_026441315.1	Background		1	2	2	3	1	0	1	0	0	0	1
ORTHOMCL7382	0.002	LOC102654681	XP_026301949.1	Amel	XM_026446164.1	Background		1	1	1	0	1	1	3	1	0	0	2
ORTHOMCL7426	0.0	LOC102655031	XP_006562962.1	Amel	XM_006562899.3	Background		1	1	1	4	1	1	2	0	0	0	0
ORTHOMCL7895	0.013999999999999999	LOC100576136	XP_016771932.2	Amel	XM_016916443.2	Background		1	1	2	2	0	0	0	1	1	2	0
ORTHOMCL7957	0.011000000000000001	LOC107964791	XP_026298043.1	Amel	XM_026442258.1	Background		1	1	2	1	2	1	0	0	1	1	0
ORTHOMCL8069	0.026000000000000002	LOC725025	XP_003249894.1	Amel	XM_003249846.4	Background		1	2	1	1	0	1	1	1	0	0	2
ORTHOMCL8136	0.009000000000000001	LOC113218730	XP_026295987.1	Amel	XM_026440202.1	Background		1	1	2	1	2	0	1	0	1	1	0
ORTHOMCL8154	0.018000000000000002	LOC113218716	XP_026295854.1	Amel	XM_026440069.1	Background		1	1	2	1	1	1	1	0	0	0	2
ORTHOMCL8291	0.002	LOC102654641	XP_026298207.1	Amel	XM_026442422.1	Background		1	1	1	3	1	0	0	0	1	1	1
ORTHOMCL8340	0.006999999999999999	LOC726832	XP_006569791.3	Amel	XM_006569728.3	Background		1	1	0	1	2	1	0	0	2	0	2
ORTHOMCL8480	0.006999999999999999	LOC113219054	XP_026299200.1	Amel	XM_026443415.1	Background		0	1	1	1	1	0	2	0	1	1	2
ORTHOMCL8489	0.0	LOC408456	XP_016771877.1	Amel	XM_016916388.2	Background		0	1	0	3	1	1	0	2	1	1	0
ORTHOMCL8500	0.0	LOC113218714	XP_026295818.1	Amel	XM_026440033.1	Background		0	1	1	2	3	0	1	0	1	1	0
